device_code,device_name_full,device_name_without_network_type,device_generation,product_line,product_type,manufacturer,platform
PBET00,R17,R17,R17,,,Oppo,android
CPH1877,R17 Pro,R17 Pro,R17 Pro,,,Oppo,android
PBDM00,R17 Pro,R17 Pro,R17 Pro,,,Oppo,android
PBDT00,R17 Pro,R17 Pro,R17 Pro,,,Oppo,android
R2001,R2001,R2001,R2001,,,Oppo,android
R2010,R2010,R2010,R2010,,,Oppo,android
R2017,R2017,R2017,R2017,,,Oppo,android
R8106,R5,R5,R5,,,Oppo,android
R8107,R5,R5,R5,,,Oppo,android
R8109,R5,R5,R5,,,Oppo,android
R6006,R6006,R6006,R6006,,,Oppo,android
R6007,R6007,R6007,R6007,,,Oppo,android
OPPO R7,R7,R7,R7,,,Oppo,android
R7,R7,R7,R7,,,Oppo,android
R7kf,R7 Lite,R7 Lite,R7 Lite,,,Oppo,android
R7Plus,R7 Plus,R7 Plus,R7 Plus,,,Oppo,android
R7plusf,R7 Plusf,R7 Plusf,R7 Plusf,,,Oppo,android
R7Plusm,R7 Plusm,R7 Plusm,R7 Plusm,,,Oppo,android
R7005,R7005,R7005,R7005,,,Oppo,android
R7007,R7007,R7007,R7007,,,Oppo,android
R7plusf,R7Plusf,R7Plusf,R7Plusf,,,Oppo,android
R7Plust,R7Plust,R7Plust,R7Plust,,,Oppo,android
R7c,R7c,R7c,R7c,,,Oppo,android
R7f,R7f,R7f,R7f,,,Oppo,android
R7g,R7g,R7g,R7g,,,Oppo,android
R7kc,R7kc,R7kc,R7kc,,,Oppo,android
R7kf,R7kf,R7kf,R7kf,,,Oppo,android
R7kt,R7kt,R7kt,R7kt,,,Oppo,android
OPPO R7s,R7s,R7s,R7s,,,Oppo,android
R7s,R7s,R7s,R7s,,,Oppo,android
OPPO R7sPlus,R7s Plus,R7s Plus,R7s Plus,,,Oppo,android
R7sf,R7sf,R7sf,R7sf,,,Oppo,android
R7sf,R7sfg,R7sfg,R7sfg,,,Oppo,android
R7sm,R7sm,R7sm,R7sm,,,Oppo,android
R7st,R7st,R7st,R7st,,,Oppo,android
R7t,R7t,R7t,R7t,,,Oppo,android
R8000,R8000,R8000,R8000,,,Oppo,android
R8001,R8001,R8001,R8001,,,Oppo,android
R8006,R8006,R8006,R8006,,,Oppo,android
R8007,R8007,R8007,R8007,,,Oppo,android
R809T,R809T,R809T,R809T,,,Oppo,android
R8106,R8106,R8106,R8106,,,Oppo,android
R815,R815,R815,R815,,,Oppo,android
R815T,R815T,R815T,R815T,,,Oppo,android
R815W,R815W,R815W,R815W,,,Oppo,android
R819,R819,R819,R819,,,Oppo,android
R819T,R819T,R819T,R819T,,,Oppo,android
R820,R820,R820,R820,,,Oppo,android
R8200,R8200,R8200,R8200,,,Oppo,android
R8201,R8201,R8201,R8201,,,Oppo,android
R8205,R8205,R8205,R8205,,,Oppo,android
R8206,R8206,R8206,R8206,,,Oppo,android
R8207,R8207,R8207,R8207,,,Oppo,android
R821,R821,R821,R821,,,Oppo,android
R821T,R821T,R821T,R821T,,,Oppo,android
R823T,R823T,R823T,R823T,,,Oppo,android
R827,R827,R827,R827,,,Oppo,android
R827T,R827T,R827T,R827T,,,Oppo,android
R829,R829,R829,R829,,,Oppo,android
R829T,R829T,R829T,R829T,,,Oppo,android
R830,R830,R830,R830,,,Oppo,android
R830S,R830S,R830S,R830S,,,Oppo,android
R831,R831,R831,R831,,,Oppo,android
R831T,R831,R831,R831,,,Oppo,android
R831K,R831K,R831K,R831K,,,Oppo,android
R831L,R831L,R831L,R831L,,,Oppo,android
R831S,R831S,R831S,R831S,,,Oppo,android
R831T,R831T,R831T,R831T,,,Oppo,android
R833T,R833T,R833T,R833T,,,Oppo,android
R850,R850,R850,R850,,,Oppo,android
OPPO R9,R9,R9,R9,,,Oppo,android
OPPO R9km,R9,R9,R9,,,Oppo,android
OPPO R9m,R9,R9,R9,,,Oppo,android
OPPO R9tm,R9,R9,R9,,,Oppo,android
OPPO R9 Plusm A,R9 Plus,R9 Plus,R9 Plus,,,Oppo,android
OPPO R9 Plustm A,R9 Plus,R9 Plus,R9 Plus,,,Oppo,android
OPPO R9 Plus A,R9 Plus A,R9 Plus A,R9 Plus A,,,Oppo,android
X9079,R9Plus,R9Plus,R9Plus,,,Oppo,android
OPPO R9 Plusm A,R9PlusA,R9PlusA,R9PlusA,,,Oppo,android
OPPO R9 Plustm A,R9PlusA,R9PlusA,R9PlusA,,,Oppo,android
OPPO R9 Plusm A,R9PlusmA,R9PlusmA,R9PlusmA,,,Oppo,android
OPPO R9 Plust A,R9PlustA,R9PlustA,R9PlustA,,,Oppo,android
OPPO R9 Plustm A,R9PlustmA,R9PlustmA,R9PlustmA,,,Oppo,android
OPPO R9k,R9k,R9k,R9k,,,Oppo,android
OPPO R9km,R9k,R9k,R9k,,,Oppo,android
OPPO R9m,R9k,R9k,R9k,,,Oppo,android
OPPO R9tm,R9k,R9k,R9k,,,Oppo,android
OPPO R9km,R9km,R9km,R9km,,,Oppo,android
OPPO R9m,R9m,R9m,R9m,,,Oppo,android
CPH1607,R9s,R9s,R9s,,,Oppo,android
CPH1607fw,R9s,R9s,R9s,,,Oppo,android
OPPO R9s,R9s,R9s,R9s,,,Oppo,android
CPH1611,R9s Plus,R9s Plus,R9s Plus,,,Oppo,android
OPPO R9s Plus,R9s Plus,R9s Plus,R9s Plus,,,Oppo,android
OPPO R9s Plust,R9s Plus,R9s Plus,R9s Plus,,,Oppo,android
OPPO R9sPlus,R9s Plus,R9s Plus,R9s Plus,,,Oppo,android
OPPO R9sk,R9sk,R9sk,R9sk,,,Oppo,android
OPPO R9skt,R9sk,R9sk,R9sk,,,Oppo,android
OPPO R9st,R9st,R9st,R9st,,,Oppo,android
OPPO R9t,R9t,R9t,R9t,,,Oppo,android
OPPO R9tm,R9tm,R9tm,R9tm,,,Oppo,android
CPH1917,Reno,Reno,Reno,,,Oppo,android
CPH1917,Reno,Reno,Reno,,,Oppo,android
CPH1921,Reno 10x Room,Reno 10x Room,Reno 10x Room,,,Oppo,android
CPH1919,Reno 10x Zoom,Reno 10x Zoom,Reno 10x Zoom,,,Oppo,android
CPH1919RU,Reno 10x Zoom,Reno 10x Zoom,Reno 10x Zoom,,,Oppo,android
CPH1919,Reno 10x Zoom,Reno 10x Zoom,Reno 10x Zoom,,,Oppo,android
CPH1921,Reno 10x room,Reno 10x room,Reno 10x room,,,Oppo,android
PCCM00,Reno 10倍变焦版,Reno 10倍变焦版,Reno 10倍变焦版,,,Oppo,android
PCCT00,Reno 10倍变焦版,Reno 10倍变焦版,Reno 10倍变焦版,,,Oppo,android
CPH1907,Reno 2,Reno 2,Reno 2,,,Oppo,android
PCKM00,Reno 2 中国版,Reno 2 中国版,Reno 2 中国版,,,Oppo,android
CPH2065,Reno 4Z 5G,Reno 4Z 5G,Reno 4Z 5G,,,Oppo,android
CPH2159,Reno 5,Reno 5,Reno 5,,,Oppo,android
CPH1983,Reno A,Reno A,Reno A,,,Oppo,android
PCLM10,Reno Ace,Reno Ace,Reno Ace,,,Oppo,android
PDHM00,Reno Ace2,Reno Ace2,Reno Ace2,,,Oppo,android
CPH1979,Reno Z,Reno Z,Reno Z,,,Oppo,android
CPH1979,Reno Z,Reno Z,Reno Z,,,Oppo,android
PCDM10,Reno Z 中国版,Reno Z 中国版,Reno Z 中国版,,,Oppo,android
PCDT10,Reno Z 中国版,Reno Z 中国版,Reno Z 中国版,,,Oppo,android
PCAM00,Reno 标准版,Reno 标准版,Reno 标准版,,,Oppo,android
PCAT00,Reno 标准版,Reno 标准版,Reno 标准版,,,Oppo,android
CPH1945,Reno2 Z,Reno2 Z,Reno2 Z,,,Oppo,android
CPH1951,Reno2 Z,Reno2 Z,Reno2 Z,,,Oppo,android
PCKM80,Reno2 Z 中国版,Reno2 Z 中国版,Reno2 Z 中国版,,,Oppo,android
CPH2043,Reno3,Reno3,Reno3,,,Oppo,android
A001OP,Reno3 5G,Reno3 5G,Reno3 5G,,,Oppo,android
PDCM00,Reno3 5G 中国版,Reno3 5G 中国版,Reno3 5G 中国版,,,Oppo,android
A002OP,Reno3 A,Reno3 A,Reno3 A,,,Oppo,android
CPH2013,Reno3 A,Reno3 A,Reno3 A,,,Oppo,android
CPH2009,Reno3 Pro,Reno3 Pro,Reno3 Pro,,,Oppo,android
CPH2035,Reno3 Pro,Reno3 Pro,Reno3 Pro,,,Oppo,android
CPH2036,Reno3 Pro,Reno3 Pro,Reno3 Pro,,,Oppo,android
CPH2037,Reno3 Pro,Reno3 Pro,Reno3 Pro,,,Oppo,android
PCRM00,Reno3 Pro 5G中国版,Reno3 Pro 5G中国版,Reno3 Pro 5G中国版,,,Oppo,android
PCLM50,Reno3 元气版 5G,Reno3 元气版 5G,Reno3 元气版 5G,,,Oppo,android
CPH2091,Reno4 5G,Reno4 5G,Reno4 5G,,,Oppo,android
CPH2209,Reno4 F,Reno4 F,Reno4 F,,,Oppo,android
CPH2125,Reno4 Lite,Reno4 Lite,Reno4 Lite,,,Oppo,android
PDNT00,Reno4 Pro,Reno4 Pro,Reno4 Pro,,,Oppo,android
CPH2089,Reno4 Pro,Reno4 Pro,Reno4 Pro,,,Oppo,android
CPH2089,Reno4 Pro 5G,Reno4 Pro 5G,Reno4 Pro 5G,,,Oppo,android
PDNM00,Reno4 Pro 中国版,Reno4 Pro 中国版,Reno4 Pro 中国版,,,Oppo,android
PDPM00,Reno4 中国版,Reno4 中国版,Reno4 中国版,,,Oppo,android
PDPT00,Reno4 中国版,Reno4 中国版,Reno4 中国版,,,Oppo,android
CPH2159,Reno5,Reno5,Reno5,,,Oppo,android
CPH2217,Reno5 F,Reno5 F,Reno5 F,,,Oppo,android
CPH2205,Reno5 Lite,Reno5 Lite,Reno5 Lite,,,Oppo,android
PDSM00,Reno5 Pro 5G,Reno5 Pro 5G,Reno5 Pro 5G,,,Oppo,android
PDST00,Reno5 Pro 5G,Reno5 Pro 5G,Reno5 Pro 5G,,,Oppo,android
CPH2207,Reno5 pro 5G,Reno5 pro 5G,Reno5 pro 5G,,,Oppo,android
U3,U3,U3,U3,,,Oppo,android
U707,U707,U707,U707,,,Oppo,android
U707T,U707T,U707T,U707T,,,Oppo,android
U708,U708,U708,U708,,,Oppo,android
U705W,Ulike2,Ulike2,Ulike2,,,Oppo,android
U705T,Ulike2,Ulike2,Ulike2,,,Oppo,android
X9000,X9000,X9000,X9000,,,Oppo,android
X9006,X9006,X9006,X9006,,,Oppo,android
X9007,X9007,X9007,X9007,,,Oppo,android
X9009,X9009,X9009,X9009,,,Oppo,android
X9009fw,X9009fw,X9009fw,X9009fw,,,Oppo,android
X9070,X9070,X9070,X9070,,,Oppo,android
X9076,X9076,X9076,X9076,,,Oppo,android
X9077,X9077,X9077,X9077,,,Oppo,android
X9077,X9077,X9077,X9077,,,Oppo,android
X9079,X9079,X9079,X9079,,,Oppo,android
X909,X909,X909,X909,,,Oppo,android
X909,X909,X909,X909,,,Oppo,android
X909T,X909,X909,X909,,,Oppo,android
CPH1859,realme 1,realme 1,realme 1,,,Oppo,android
CPH1861,realme 1,realme 1,realme 1,,,Oppo,android
RMX1805,realme 2,realme 2,realme 2,,,Oppo,android
RMX1809,realme 2,realme 2,realme 2,,,Oppo,android
RMX1803,realme 2 Pro,realme 2 Pro,realme 2 Pro,,,Oppo,android
RMX1807,realme 2 Pro,realme 2 Pro,realme 2 Pro,,,Oppo,android
RMX1821,realme 3,realme 3,realme 3,,,Oppo,android
RMX1822,realme 3,realme 3,realme 3,,,Oppo,android
RMX1825,realme 3,realme 3,realme 3,,,Oppo,android
RMX1853,realme 3Pro,realme 3Pro,realme 3Pro,,,Oppo,android
RMX1827,realme 3i,realme 3i,realme 3i,,,Oppo,android
RMX1911,realme 5,realme 5,realme 5,,,Oppo,android
RMX1811,realme C1,realme C1,realme C1,,,Oppo,android
RMX1941,realme C2,realme C2,realme C2,,,Oppo,android
RMX1942,realme C2,realme C2,realme C2,,,Oppo,android
RMX1943,realme C2,realme C2,realme C2,,,Oppo,android
RMX1945,realme C2,realme C2,realme C2,,,Oppo,android
RMX1831,realme U1,realme U1,realme U1,,,Oppo,android
RMX1833,realme U1,realme U1,realme U1,,,Oppo,android
RMX1901,realme X,realme X,realme X,,,Oppo,android
RMX2051,realme X50 5G,realme X50 5G,realme X50 5G,,,Oppo,android
RMX1851,realme X青春版,realme X青春版,realme X青春版,,,Oppo,android
H-27,H-27,H-27,H-27,,,Opticon,android
h31,H-31,H-31,H-31,,,Opticon,android
h33,H-33,H-33,H-33,,,Opticon,android
oraimo R401,R401,R401,R401,,,Oraimo,android
oraimo R402,R402,R402,R402,,,Oraimo,android
oraimo R401S,oraimo R401S,oraimo R401S,oraimo R401S,,,Oraimo,android
DV8555,DV8555,DV8555,DV8555,,,Orange,android
Orange Dive 30,Dive 30,Dive 30,Dive 30,,,Orange,android
ZTE Blade A410,Dive 30,Dive 30,Dive 30,,,Orange,android
Orange Dive 50,Dive 50,Dive 50,Dive 50,,,Orange,android
Dive 50 Dual,Dive 50 Dual,Dive 50 Dual,Dive 50 Dual,,,Orange,android
Orange Dive 71,Dive 71,Dive 71,Dive 71,,,Orange,android
Orange-Dive72,Dive72,Dive72,Dive72,,,Orange,android
SCL-L01,Dive_70,Dive_70,Dive_70,,,Orange,android
OrangeFive,Five,Five,Five,,,Orange,android
Luno,Luno,Luno,Luno,,,Orange,android
Orange Mahpee,Mahpee,Mahpee,Mahpee,,,Orange,android
MouveTab7WIFI,MouveTab7WIFI,MouveTab7WIFI,MouveTab7WIFI,,,Orange,android
NOS Roya,NOS Roya,NOS Roya,NOS Roya,,,Orange,android
Orange Neva 80,Neva 80,Neva 80,Neva 80,,,Orange,android
Neva Rise S1,Neva Rise S1,Neva Rise S1,Neva Rise S1,,,Orange,android
Orange Neva start,Neva start,Neva start,Neva start,,,Orange,android
Orange Nola fun,Nola fun,Nola fun,Nola fun,,,Orange,android
Orange Nura,Nura,Nura,Nura,,,Orange,android
Nura 2,Nura2,Nura2,Nura2,,,Orange,android
Orange Rise 55,Orange,Orange,Orange,,,Orange,android
Orange Neva leaf,Orange Neva leaf,Orange Neva leaf,Orange Neva leaf,,,Orange,android
Orange Neva play,Orange Neva play,Orange Neva play,Orange Neva play,,,Orange,android
Orange Neva zen,Orange Neva zen,Orange Neva zen,Orange Neva zen,,,Orange,android
Orange Nola play,Orange Nola play,Orange Nola play,Orange Nola play,,,Orange,android
Orange_Rise_33,Orange Rise 33,Orange Rise 33,Orange Rise 33,,,Orange,android
Orange Rise 53,Orange Rise 53,Orange Rise 53,Orange Rise 53,,,Orange,android
Orange_Tab_7_4G,Orange_Tab_7_4G,Orange_Tab_7_4G,Orange_Tab_7_4G,,,Orange,android
Orange_Tab_8_4G,Orange_Tab_8_4G,Orange_Tab_8_4G,Orange_Tab_8_4G,,,Orange,android
Race 1,Race_1,Race_1,Race_1,,,Orange,android
Orange Rise 30,Rise 30,Rise 30,Rise 30,,,Orange,android
Orange Rise 35,Rise 35,Rise 35,Rise 35,,,Orange,android
Orange Rise 40,Rise 40,Rise 40,Rise 40,,,Orange,android
Rise50,Rise 50,Rise 50,Rise 50,,,Orange,android
Orange-Rise30,Rise30,Rise30,Rise30,,,Orange,android
Orange-Rise31,Rise31,Rise31,Rise31,,,Orange,android
Orange-Rise34,Rise31,Rise31,Rise31,,,Orange,android
Orange Rise32,Rise32,Rise32,Rise32,,,Orange,android
Orange-Rise51,Rise51,Rise51,Rise51,,,Orange,android
Orange-Rise51B,Rise51,Rise51,Rise51,,,Orange,android
Orange-Rise52,Rise52,Rise52,Rise52,,,Orange,android
Orange Rise 54,Rise_54,Rise_54,Rise_54,,,Orange,android
Orange Rise 54 EEA,Rise_54,Rise_54,Rise_54,,,Orange,android
Orange Roya,Roya,Roya,Roya,,,Orange,android
Orange Sanza touch,Sanza_touch,Sanza_touch,Sanza_touch,,,Orange,android
Orange Sego,Sego,Sego,Sego,,,Orange,android
Zilo,Zilo,Zilo,Zilo,,,Orange,android
Orange Niva,idol S,idol S,idol S,,,Orange,android
KSTB6130,Descodificador Orange TV,Descodificador Orange TV,Descodificador Orange TV,,,Orange TV,android
R678EL,Magic,Magic,Magic,,,Orbic,android
R370L,R370H,R370H,R370H,,,Orbic,android
RC506LT,RC506LT,RC506LT,RC506LT,,,Orbic,android
RC545L,RC545L,RC545L,RC545L,,,Orbic,android
RC555L,Wonder,Wonder,Wonder,,,Orbic,android
Celia,Celia,Celia,Celia,,,Ordissimo,android
LeNumero2,Ordissimo LeNumero2,Ordissimo LeNumero2,Ordissimo LeNumero2,,,Ordissimo,android
ATV R1,Android TV,Android TV,Android TV,,,Orient,android
ATV R2,Android TV,Android TV,Android TV,,,Orient,android
OrientTV,OrientTV,OrientTV,OrientTV,,,Orient,android
OE1,OE1,OE1,OE1,,,Oteeto,android
OE1,OE1_EEA,OE1_EEA,OE1_EEA,,,Oteeto,android
C10,C10,C10,C10,,,Oukitel,android
C10 Pro,C10 Pro,C10 Pro,C10 Pro,,,Oukitel,android
C11,C11,C11,C11,,,Oukitel,android
C11_Pro,C11 Pro,C11 Pro,C11 Pro,,,Oukitel,android
C11_S,C11 S,C11 S,C11 S,,,Oukitel,android
C12,C12,C12,C12,,,Oukitel,android
C12 Plus,C12 Plus,C12 Plus,C12 Plus,,,Oukitel,android
C12 Pro,C12 Pro,C12 Pro,C12 Pro,,,Oukitel,android
C13 Pro,C13 Pro,C13 Pro,C13 Pro,,,Oukitel,android
C15 Pro,C15 Pro,C15 Pro,C15 Pro,,,Oukitel,android
C16,C16,C16,C16,,,Oukitel,android
C16_Pro,C16 Pro,C16 Pro,C16 Pro,,,Oukitel,android
C17 Pro,C17 Pro,C17 Pro,C17 Pro,,,Oukitel,android
C18_Plus,C18 Plus,C18 Plus,C18 Plus,,,Oukitel,android
C18_Pro,C18 Pro,C18 Pro,C18 Pro,,,Oukitel,android
C19,C19,C19,C19,,,Oukitel,android
C19 Pro,C19 Pro,C19 Pro,C19 Pro,,,Oukitel,android
C19 Pro,C19 Pro_ROW,C19 Pro_ROW,C19 Pro_ROW,,,Oukitel,android
C21,C21,C21,C21,,,Oukitel,android
C22,C22,C22,C22,,,Oukitel,android
C23 Pro,C23_Pro,C23_Pro,C23_Pro,,,Oukitel,android
C6 Pro,C6 Pro,C6 Pro,C6 Pro,,,Oukitel,android
C8,C8,C8,C8,,,Oukitel,android
C8 4G,C8 4G,C8 4G,C8 4G,,,Oukitel,android
C9,C9,C9,C9,,,Oukitel,android
K3,Coosea,Coosea,Coosea,,,Oukitel,android
K10,K10,K10,K10,,,Oukitel,android
K10000 Mix,K10000 Mix,K10000 Mix,K10000 Mix,,,Oukitel,android
K10000 Pro,K10000 Pro,K10000 Pro,K10000 Pro,,,Oukitel,android
K10000 Max,K10000_Max,K10000_Max,K10000_Max,,,Oukitel,android
K12,K12,K12,K12,,,Oukitel,android
K13_Pro,K13 Pro,K13 Pro,K13 Pro,,,Oukitel,android
K15_Plus,K15 Plus,K15 Plus,K15 Plus,,,Oukitel,android
K3,K3,K3,K3,,,Oukitel,android
K3_Pro,K3 Pro,K3 Pro,K3 Pro,,,Oukitel,android
K5,K5,K5,K5,,,Oukitel,android
K5000,K5000,K5000,K5000,,,Oukitel,android
K6,K6,K6,K6,,,Oukitel,android
K6000 Plus,K6000 Plus,K6000 Plus,K6000 Plus,,,Oukitel,android
K7,K7,K7,K7,,,Oukitel,android
K7 Power,K7 Power,K7 Power,K7 Power,,,Oukitel,android
K7 Power,K7_Power,K7_Power,K7_Power,,,Oukitel,android
K7_Pro,K7_Pro,K7_Pro,K7_Pro,,,Oukitel,android
K8,K8,K8,K8,,,Oukitel,android
K8000,K8000,K8000,K8000,,,Oukitel,android
K9,K9,K9,K9,,,Oukitel,android
MIX 2,MIX 2,MIX 2,MIX 2,,,Oukitel,android
OK6000 Plus,OK6000 PLUS,OK6000 PLUS,OK6000 PLUS,,,Oukitel,android
OKC8 4G,OKC8 4G,OKC8 4G,OKC8 4G,,,Oukitel,android
U11_Plus,U11_Plus,U11_Plus,U11_Plus,,,Oukitel,android
U16 Max,U16 Max,U16 Max,U16 Max,,,Oukitel,android
U17,U17,U17,U17,,,Oukitel,android
U18,U18,U18,U18,,,Oukitel,android
U20_Plus,U20_Plus,U20_Plus,U20_Plus,,,Oukitel,android
U22,U22,U22,U22,,,Oukitel,android
U23,U23,U23,U23,,,Oukitel,android
U25,U25,U25,U25,,,Oukitel,android
U25_Pro,U25 Pro,U25 Pro,U25 Pro,,,Oukitel,android
U7 Max,U7 Max,U7 Max,U7 Max,,,Oukitel,android
U7 Plus,U7 Plus,U7 Plus,U7 Plus,,,Oukitel,android
WP1,WP1,WP1,WP1,,,Oukitel,android
WP10,WP10,WP10,WP10,,,Oukitel,android
WP2,WP2,WP2,WP2,,,Oukitel,android
WP5,WP5,WP5,WP5,,,Oukitel,android
WP5 Pro,WP5 Pro,WP5 Pro,WP5 Pro,,,Oukitel,android
WP5000,WP5000,WP5000,WP5000,,,Oukitel,android
WP6,WP6,WP6,WP6,,,Oukitel,android
WP6,WP6_EEA,WP6_EEA,WP6_EEA,,,Oukitel,android
WP7,WP7,WP7,WP7,,,Oukitel,android
WP8 Pro,WP8_Pro,WP8_Pro,WP8_Pro,,,Oukitel,android
Y1000,Y1000,Y1000,Y1000,,,Oukitel,android
Y4800,Y4800,Y4800,Y4800,,,Oukitel,android
Y4800,Y4800_EEA,Y4800_EEA,Y4800_EEA,,,Oukitel,android
Livecore7032,Livecore7032,Livecore7032,Livecore7032,,,Overmax,android
OV-Qualcore-1023-3G,OV-Qualcore-1023-3G,OV-Qualcore-1023-3G,OV-Qualcore-1023-3G,,,Overmax,android
OV-Qualcore-7023-3G,OV-Qualcore-7023-3G,OV-Qualcore-7023-3G,OV-Qualcore-7023-3G,,,Overmax,android
OV10273G,OV10273G,OV10273G,OV10273G,,,Overmax,android
OV10274G,OV10274G,OV10274G,OV10274G,,,Overmax,android
OWN FUN 6,FUN 6,FUN 6,FUN 6,,,OwnMobile,android
OWN FUN 7,FUN 7,FUN 7,FUN 7,,,OwnMobile,android
FUN VALUE 4G,FUN VALUE 4G,FUN VALUE 4G,FUN VALUE 4G,,,OwnMobile,android
SMART_O2,OWN Smart Ö2,OWN Smart Ö2,OWN Smart Ö2,,,OwnMobile,android
Smart8,SMART 8,SMART 8,SMART 8,,,OwnMobile,android
OWN SMART 9,SMART 9,SMART 9,SMART 9,,,OwnMobile,android
Smart 9 Pro,Smart 9 Pro,Smart 9 Pro,Smart 9 Pro,,,OwnMobile,android
SMART PLUS LTE,Smart Plus Lte,Smart Plus Lte,Smart Plus Lte,,,OwnMobile,android
T72HM3G,T72HM3G,T72HM3G,T72HM3G,,,Oysters,android
T72HMs_3G,T72HMs 3G,T72HMs 3G,T72HMs 3G,,,Oysters,android
GoPad8,GoPad8,GoPad8,GoPad8,,,PAPAGO,android
EV1 PRO,EV1_PRO,EV1_PRO,EV1_PRO,,,PARTNER MOBILE,android
P7,P7,P7,P7,,,PATTERS,android
P9,P9,P9,P9,,,PATTERS,android
A50,A50,A50,A50,,,PAX (CN),android
M30,M30,M30,M30,,,PAX (CN),android
M50,M50,M50,M50,,,PAX (CN),android
PCSGOB10LTE-V2,PCSGOB10LTE-V2,PCSGOB10LTE-V2,PCSGOB10LTE-V2,,,PC Smart,android
PCSGOB10MVA-A,PCSGOB10MVA-A,PCSGOB10MVA-A,PCSGOB10MVA-A,,,PC Smart,android
PCSGOB10SF-A,PCSGOB10SF-A,PCSGOB10SF-A,PCSGOB10SF-A,,,PC Smart,android
PCSGOB10MVA_A,PCSMART,PCSMART,PCSMART,,,PC Smart,android
PC_Smart_PTSGOB8,PTSGOB8,PTSGOB8,PTSGOB8,,,PC Smart,android
QUICKTAB PLUS,QUICKTAB PLUS,QUICKTAB PLUS,QUICKTAB PLUS,,,PC Smart,android
PCB-T103 CURI LITE,Curi_Lite_PCB-T103,Curi_Lite_PCB-T103,Curi_Lite_PCB-T103,,,PCBOX,android
Kova-PCB-T730,Kova-PCB-T730,Kova-PCB-T730,Kova-PCB-T730,,,PCBOX,android
Kova_PCB-T730,Kova_PCB-T730,Kova_PCB-T730,Kova_PCB-T730,,,PCBOX,android
PCB-T104,PCB-T104,PCB-T104,PCB-T104,,,PCBOX,android
Kova 2 Plus PCB-T732,PCB-T732,PCB-T732,PCB-T732,,,PCBOX,android
610,610,610,610,,,PCD Argentina,android
PCD508,PCD508,PCD508,PCD508,,,PCD Argentina,android
PCD509,PCD509,PCD509,PCD509,,,PCD Argentina,android
PH4003,PH4003,PH4003,PH4003,,,PCD Argentina,android
PH4003 GO,PH4003 GO,PH4003 GO,PH4003 GO,,,PCD Argentina,android
PH5003,PH5003,PH5003,PH5003,,,PCD Argentina,android
PH5003 Go,PH5003 Go,PH5003 Go,PH5003 Go,,,PCD Argentina,android
PL4002,PL4002,PL4002,PL4002,,,PCD Argentina,android
PL5003,PL5003,PL5003,PL5003,,,PCD Argentina,android
PL504,PL504,PL504,PL504,,,PCD Argentina,android
PL550,PL550,PL550,PL550,,,PCD Argentina,android
PL5505,PL5505,PL5505,PL5505,,,PCD Argentina,android
PL570,PL570,PL570,PL570,,,PCD Argentina,android
PL571,PL571,PL571,PL571,,,PCD Argentina,android
PL571US,PL571US,PL571US,PL571US,,,PCD Argentina,android
PL620,PL620,PL620,PL620,,,PCD Argentina,android
MyTab_A8,MyTab_A8,MyTab_A8,MyTab_A8,,,PERSONA,android
SMARTlink,SMARTlink,SMARTlink,SMARTlink,,,PHYWE,android
SMARTlink_EEA,SMARTlink_EEA,SMARTlink_EEA,SMARTlink_EEA,,,PHYWE,android
AI PONT,PQ55CH,PQ55CH,PQ55CH,,,PILOT,android
IconX_P109,IconX_P109,IconX_P109,IconX_P109,,,PIPO,android
PIXPRO L1 PRO,PIXPRO L1 PRO,PIXPRO L1 PRO,PIXPRO L1 PRO,,,PIXPRO,android
PIXPRO T3,PIXPRO T3,PIXPRO T3,PIXPRO T3,,,PIXPRO,android
Smart_Page_8_Pro,Smart Page 8 Pro,Smart Page 8 Pro,Smart Page 8 Pro,,,PLDT,android
POC2,POC2,POC2,POC2,,,POC,android
M2006C3MI,POCO C3,POCO C3,POCO C3,,,POCO,android
POCO F2 Pro,POCO F2 Pro,POCO F2 Pro,POCO F2 Pro,,,POCO,android
M2004J19PI,POCO M2,POCO M2,POCO M2,,,POCO,android
POCO M2 Pro,POCO M2 Pro,POCO M2 Pro,POCO M2 Pro,,,POCO,android
M2010J19CG,POCO M3,POCO M3,POCO M3,,,POCO,android
M2010J19CI,POCO M3,POCO M3,POCO M3,,,POCO,android
POCO X2,POCO X2,POCO X2,POCO X2,,,POCO,android
M2007J20CI,POCO X3,POCO X3,POCO X3,,,POCO,android
M2007J20CG,POCO X3 NFC,POCO X3 NFC,POCO X3 NFC,,,POCO,android
M2102J20SI,POCO X3 Pro,POCO X3 Pro,POCO X3 Pro,,,POCO,android
M2102J20SG,POCO X3 Pro,POCO X3 Pro,POCO X3 Pro,,,POCO,android
Kammunica_V10,Kammunica V10,Kammunica V10,Kammunica V10,,,POPTEL,android
P60,P60,P60,P60,,,POPTEL,android
P8,P8,P8,P8,,,POPTEL,android
P9000_MAX,P9000 MAX,P9000 MAX,P9000 MAX,,,POPTEL,android
P9000 Plus,P9000 Plus,P9000 Plus,P9000 Plus,,,POPTEL,android
P10,POPTEL P10,POPTEL P10,POPTEL P10,,,POPTEL,android
V10,V10,V10,V10,,,POPTEL,android
V9,V9,V9,V9,,,POPTEL,android
P9001,P9001,P9001,P9001,,,PORTFOLIO,android
PrismPlus 4K Android TV,PrismPlus 4K Android TV,PrismPlus 4K Android TV,PrismPlus 4K Android TV,,,PRISMPLUS,android
